0.005,1374.2
0.01,1239.9
0.015,1370.3
0.02,1349.7
0.025,1443.1
0.03,1010.2
0.035,1033.5
0.04,1001.4
0.045,990.7
0.05,994.2
0.055,733.8
0.06,734.8
0.065,728.7
0.07,747.5
0.075,732.0
0.08,736.2
0.085,763.9
0.09,753.4
0.095,839.5
0.1,962.0
